date;site;size;energy_generated_kWh;adjusted_generation;KT;PRECTOT;T2M;WS10M;WS50M;pm25
11/12/2018;C2S83;5992;25143,397;0,449763194;0,68;0;8,79;3,85;5,72;5,547458242
12/12/2018;C2S83;5992;21639,042;0,387077556;0,59;0;7,21;3,45;4,97;2,088289341
13/12/2018;C2S83;5992;25234,728;0,451396916;0,68;0;7,67;4,78;7,48;3,708719242
14/12/2018;C2S83;5992;3552,114;0,063539948;0,19;0;7,62;3,27;5,36;7,901746769
15/12/2018;C2S83;5992;25184,638;0,45050091;0,68;0;8,37;3,04;4,62;5,449245231
16/12/2018;C2S83;5992;23123,395;0,41362955;0,65;0;9,86;2,71;4,16;9,983917139
17/12/2018;C2S83;5992;18219,127;0,325902373;0,42;0,18;8,73;2,92;4,12;2,81531122
18/12/2018;C2S83;5992;22963,344;0,41076657;0,64;0,01;8,4;3,01;4,32;2,516727221
19/12/2018;C2S83;5992;24763,684;0,442970917;0,66;0;10,23;3,82;5,91;4,264654347
20/12/2018;C2S83;5992;22279,209;0,398528815;0,66;0;12,29;1,9;2,89;9,968246957
21/12/2018;C2S83;5992;19986,356;0,357514433;0,59;0;11,56;2,31;3,5;3,013608074
22/12/2018;C2S83;5992;22397,202;0,400639465;0,63;0;9,48;3,65;5,64;4,219462695
23/12/2018;C2S83;5992;17146,924;0,306722887;0,54;0;10,05;2,53;3,99;4,959155669
24/12/2018;C2S83;5992;23193,459;0,41488285;0,65;1,53;9,2;3,36;4,8;0,44400836
25/12/2018;C2S83;5992;25762,085;0,460830239;0,59;2,06;6,81;5,75;7,79;0,324665118
27/12/2018;C2S83;5992;23184,438;0,414721483;0,61;0;3,51;4,71;6,89;1,088304292
28/12/2018;C2S83;5992;26666,419;0,477006897;0,67;0;2,13;4,63;7,3;1,411905942
30/12/2018;C2S83;5992;24362,977;0,4358031;0,65;0;5,55;3,2;4,35;1,800517377
31/12/2018;C2S83;5992;26159,095;0,467931924;0,58;0,01;2,7;5,1;7,58;2,040677258
1/01/2019;C2S83;5992;27629,383;0,494232325;0,7;0;1,24;5,21;7,87;0,45655913
2/01/2019;C2S83;5992;26903,165;0,481241792;0,67;0;3,53;3,53;5,23;0,198967213
3/01/2019;C2S83;5992;26740,793;0,478337294;0,69;0;4,17;3,37;5,16;2,335046044
4/01/2019;C2S83;5992;26696,687;0,477548329;0,68;0;6,08;3,01;4,52;3,00071046
5/01/2019;C2S83;5992;7553,234;0,135111682;0,22;7,46;6,17;3,25;4,84;4,106695167
6/01/2019;C2S83;5992;25813,829;0,461755831;0,61;1,62;6,58;3,75;5,17;1,204528421
8/01/2019;C2S83;5992;18359,344;0,328410565;0,54;0,01;8,8;3,96;6,18;2,856170776
9/01/2019;C2S83;5992;24843,882;0,444405492;0,6;0,38;9,74;2,19;3,3;3,79937326
10/01/2019;C2S83;5992;26509,096;0,474192715;0,68;0,04;8,89;1,51;2,07;1,300245785
11/01/2019;C2S83;5992;18787,825;0,3360752;0,51;0,04;8,16;3,19;4,88;4,750120221
12/01/2019;C2S83;5992;7417,711;0,132687456;0,37;12,09;5,89;3,41;5,06;0,850974189
13/01/2019;C2S83;5992;17572,132;0,314328975;0,47;0,17;6,21;3,35;5,14;2,542265855
14/01/2019;C2S83;5992;1386,601;0,024803414;0,11;19,06;4,88;5,3;7,27;3,845352686
15/01/2019;C2S83;5992;5735,327;0,102593098;0,21;9,58;6,29;4,01;5,59;3,201666153
16/01/2019;C2S83;5992;9187,249;0,164340819;0,41;12,36;9,9;4,48;6,47;0,333347278
17/01/2019;C2S83;5992;3568,832;0,063838998;0,12;28,45;10,55;5,71;7,86;0,915628924
18/01/2019;C2S83;5992;24197,746;0,43284746;0,6;0,42;8,86;2,88;3,94;1,403523742
19/01/2019;C2S83;5992;27516,23;0,492208253;0,7;0;10,23;3,01;4,64;3,788282304
20/01/2019;C2S83;5992;17718,83;0,316953098;0,5;0,46;10,53;2,81;4,26;2,299392327
22/01/2019;C2S83;5992;27187,516;0,486328241;0,65;0,02;4,42;4,99;7,64;0,130499763
24/01/2019;C2S83;5992;29750,136;0,532168195;0,68;0;8,88;4,32;6,76;2,097801182
25/01/2019;C2S83;5992;29932,833;0,535436265;0,71;0;9,38;3,03;4,68;1,161704621
26/01/2019;C2S83;5992;27347,581;0,489191472;0,7;0;10,88;3,91;5,8;1,685933897
27/01/2019;C2S83;5992;26345,203;0,47126101;0,68;0;12,25;2,25;3,34;1,957977131
28/01/2019;C2S83;5992;19905,601;0,356069893;0,44;0;11,59;2,88;4,56;1,822460822
29/01/2019;C2S83;5992;16808,218;0,300664139;0,49;0;12,9;1,98;2,97;1,4986759
30/01/2019;C2S83;5992;20298,322;0,363094857;0,62;0,1;11,35;2,07;3;6,288382452
31/01/2019;C2S83;5992;5040,597;0,09016582;0,17;13,85;8,14;2,63;3,63;9,928355349
1/02/2019;C2S83;5992;11898,185;0,212833838;0,39;2,86;8,28;3,24;4,43;5,146541783
5/02/2019;C2S83;5992;16777,029;0,300106233;0,43;3,13;3,19;5,53;7,47;1,024101957
6/02/2019;C2S83;5992;34362,581;0,614675264;0,72;0,03;0,34;4,3;6,01;0,115535823
7/02/2019;C2S83;5992;34315,123;0,613826339;0,72;0;2,27;3,29;4,98;2,259171699
8/02/2019;C2S83;5992;34182,335;0,611451037;0,73;0,04;3,5;3,04;4,52;2,635102319
9/02/2019;C2S83;5992;34978,864;0,625699288;0,57;2,72;4,83;3,8;5,4;0,528534195
11/02/2019;C2S83;5992;36246,398;0,648372841;0,75;0,02;2,75;2,17;3,31;0,41225057
12/02/2019;C2S83;5992;22491,648;0,402328908;0,49;0;4,97;3,74;5,65;2,523980144
13/02/2019;C2S83;5992;6986,689;0,124977367;0,29;7,98;6,55;3,56;5,2;2,782687911
14/02/2019;C2S83;5992;12338,331;0,220707137;0,23;24,85;8,76;6,53;9,26;0,830184732
17/02/2019;C2S83;5992;27827,183;0,497770556;0,43;2,84;2,22;5,38;7,49;0,775600864
18/02/2019;C2S83;5992;33944,088;0,607189293;0,69;0,29;1,29;4,01;6,05;0,407689954
19/02/2019;C2S83;5992;38336,058;0,685752522;0,73;0,01;1,62;2,39;3,58;1,714705896
20/02/2019;C2S83;5992;20732,475;0,370860953;0,44;1,25;2,2;3,09;4,23;2,019859846
21/02/2019;C2S83;5992;22803,429;0,407906023;0,41;3,13;1,43;3,24;4,81;0,743719674
22/02/2019;C2S83;5992;39764,845;0,711310556;0,74;0,01;2,02;3,38;5,26;1,519859697
23/02/2019;C2S83;5992;36716,282;0,656778091;0,74;0;4,5;1,76;2,36;4,269085023
24/02/2019;C2S83;5992;37816,975;0,676467204;0,72;0;7,01;2,22;3,08;5,036651637
25/02/2019;C2S83;5992;38837,862;0,694728754;0,72;0;9,51;2,02;2,83;4,710606434
26/02/2019;C2S83;5992;19681,822;0,352066951;0,47;0,01;8,92;2,27;3,34;6,698689019
27/02/2019;C2S83;5992;17758,162;0,317656666;0,42;1,47;9,34;3,35;4,67;4,908025748
28/02/2019;C2S83;5992;30022,564;0,537041367;0,5;1,01;10,71;3,24;4,64;0,053227023
1/03/2019;C2S83;5992;26760,369;0,478687468;0,53;0,63;10,14;2,74;4,04;1,313758544
2/03/2019;C2S83;5992;17382,176;0,310931057;0,31;16,96;9,83;5,55;7,48;0,68242343
3/03/2019;C2S83;5992;27114,856;0,485028505;0,52;1;9,6;4;5,44;0,603116436
4/03/2019;C2S83;5992;42100,2;0,753085211;0,66;0,1;9,6;2,63;3,48;1,599683607
5/03/2019;C2S83;5992;19815,737;0,354462413;0,33;10,79;10,85;3,48;4,97;3,780959084
7/03/2019;C2S83;5992;38537,338;0,689353003;0,62;0,93;8,41;3,97;5,1;1,905727671
8/03/2019;C2S83;5992;45172,875;0,80804899;0,63;0,55;4,96;5,25;7,01;0,673349554
9/03/2019;C2S83;5992;42138,582;0,753771785;0,62;0,01;5,37;2,95;4,13;2,877882005
10/03/2019;C2S83;5992;25381,425;0,454021021;0,64;0,52;5,88;1,8;2,52;1,762611803
11/03/2019;C2S83;5992;18593,976;0,332607644;0,31;1,09;7,52;4,39;6,63;1,08002765
12/03/2019;C2S83;5992;41482,217;0,742030777;0,73;1,47;9,16;5,2;7,37;2,271397574
13/03/2019;C2S83;5992;46279,324;0,827841067;0,75;0,09;6,48;5,09;7,11;1,179337886
15/03/2019;C2S83;5992;45960,867;0,822144532;0,74;0;7,66;4,7;6,96;1,179685007
16/03/2019;C2S83;5992;45840,932;0,819999144;0,75;0;10,6;4,61;6,91;1,299212361
17/03/2019;C2S83;5992;44416,792;0,794524234;0,74;0;13,86;3,02;4,3;0,760518822
18/03/2019;C2S83;5992;42429,895;0,75898277;0,73;0;14,54;2,81;4,02;4,736587194
19/03/2019;C2S83;5992;29137,744;0,521213773;0,56;0,09;13,15;3,22;4,33;5,867001235
20/03/2019;C2S83;5992;22211,933;0,397325387;0,45;3,29;8,13;2,89;3,94;1,865576568
21/03/2019;C2S83;5992;30451,617;0,544716234;0,53;1,41;7,08;3,75;4,86;0,737282317
22/03/2019;C2S83;5992;42011,592;0,751500198;0,69;0,01;8,72;2,93;3,96;2,148829601
23/03/2019;C2S83;5992;37805,979;0,676270509;0,42;0,17;9,02;3,62;4,95;3,198783797
24/03/2019;C2S83;5992;46277,185;0,827802804;0,75;0,02;11,39;2,13;2,93;6,385472931
25/03/2019;C2S83;5992;45875,895;0,820624559;0,76;0;13,16;2,75;3,97;9,601088374
26/03/2019;C2S83;5992;35369,314;0,632683628;0,75;0;12,66;2,45;3,54;6,921204265
27/03/2019;C2S83;5992;45327,931;0,81082262;0,6;0,02;11,18;3,69;5,25;2,792097035
28/03/2019;C2S83;5992;47406,835;0,848009899;0,68;0,1;10,24;3,74;5,24;0,962093708
29/03/2019;C2S83;5992;48537,455;0,868234344;0,75;0,03;10,64;4,15;6,08;3,761368043
30/03/2019;C2S83;5992;47734,192;0,853865636;0,74;0;12,59;3,59;5,09;3,740537745
31/03/2019;C2S83;5992;46481,591;0,831459204;0,75;0;14,73;2,57;3,62;1,015360577
1/04/2018;C2S87;6996;30005,544;0,65242858;0,61;0;16,42;2,73;4,42;4,309838907
2/04/2018;C2S87;6996;38108,908;0,828624894;0,63;0;13,69;5,16;6,75;5,745287349
3/04/2018;C2S87;6996;41886,04;0,910753346;0,74;0;15,64;2,13;2,97;6,42860711
4/04/2018;C2S87;6996;40615,795;0,883133645;0,74;0;16,25;2,84;4,22;7,749155931
5/04/2018;C2S87;6996;41852,796;0,910030501;0,72;0;17,09;4,24;5,94;5,485165593
6/04/2018;C2S87;6996;35460,07;0,771029617;0,62;0,14;16,79;6,41;8,1;4,201845502
7/04/2018;C2S87;6996;37378,226;0,812737236;0,68;1,61;16,68;6,08;7,96;2,453361753
8/04/2018;C2S87;6996;42697,417;0,928395604;0,78;0;15,05;3,55;5,19;6,803714663
9/04/2018;C2S87;6996;44504,649;0,967691335;0,77;0;18,85;4,2;5,88;10,81543703
10/04/2018;C2S87;6996;43667,71;0,949493268;0,76;0;20,6;3,34;4,84;9,498428242
11/04/2018;C2S87;6996;39932,713;0,868280983;0,75;0;17,2;5,38;7,09;8,67429089
12/04/2018;C2S87;6996;39558,919;0,860153355;0,77;0,03;9,29;8,52;10,95;5,481093479
13/04/2018;C2S87;6996;40466,277;0,879882585;0,79;0;12,29;4,57;6,36;2,876744948
14/04/2018;C2S87;6996;38071,291;0,827806965;0,79;0;16,45;2,64;3,88;8,914875768
15/04/2018;C2S87;6996;30777,547;0,669214705;0,61;0;15,63;3,99;5,56;9,892011345
16/04/2018;C2S87;6996;37588,683;0,817313329;0,71;0,21;9,85;6,81;8,83;5,691040943
18/04/2018;C2S87;6996;29788,616;0,647711784;0,78;0;12,43;4,07;5,45;5,238458152
19/04/2018;C2S87;6996;37350,508;0,812134547;0,61;0,09;8,67;6,36;8,29;4,779470701
20/04/2018;C2S87;6996;40142,623;0,872845182;0,77;0;13,19;2,6;4,08;4,352665503
21/04/2018;C2S87;6996;38211,054;0,830845916;0,78;0;18,32;2,18;3,09;5,545231379
22/04/2018;C2S87;6996;39356,379;0,855749406;0,76;0;20,36;2,4;3,63;4,969914476
23/04/2018;C2S87;6996;39734,017;0,863960616;0,77;0;20,72;3,25;4,75;9,056985478
24/04/2018;C2S87;6996;36181,741;0,786721344;0,74;0;21,07;2,07;3,21;10,26625232
25/04/2018;C2S87;6996;34716,43;0,754860206;0,76;0;20,91;2,51;3,68;9,598587862
26/04/2018;C2S87;6996;35316,268;0,767902844;0,76;0;19,29;3,56;4,86;7,221247495
27/04/2018;C2S87;6996;35320,453;0,767993841;0,77;0;15,62;5,2;6,71;9,249443016
28/04/2018;C2S87;6996;36354,346;0,790474398;0,78;0;14,36;6,13;7,97;6,917883116
29/04/2018;C2S87;6996;34033,203;0,74000439;0,7;0;12,52;6,72;8,42;6,252371237
30/04/2018;C2S87;6996;34942,349;0,759772498;0,58;0,04;11,97;4,76;6,1;7,571436867
1/05/2018;C2S87;6996;35546,56;0,772910221;0,38;2,13;9,89;4,36;5,28;8,400644497
2/05/2018;C2S87;6996;37513,47;0,815677928;0,53;0,89;12,2;3,63;4,71;10,06453861
3/05/2018;C2S87;6996;40945,3;0,89029827;0,75;0;16,6;1,77;2,42;5,010308312
4/05/2018;C2S87;6996;41042,277;0,8924069;0,75;0;20,78;2,12;2,74;7,054338866
5/05/2018;C2S87;6996;43181,395;0,938919028;0,73;0;23,39;2,34;3,37;7,942911604
6/05/2018;C2S87;6996;35218,287;0,765772384;0,6;0;22,36;3,46;4,82;5,519525247
7/05/2018;C2S87;6996;45204,371;0,982905811;0,76;0;21,34;3,92;5,47;8,723445841
8/05/2018;C2S87;6996;44358,089;0,964504593;0,73;0;22,57;2,57;3,89;8,510653812
9/05/2018;C2S87;6996;44173,59;0,96049292;0,75;0;23,66;4,29;5,84;5,923153407
10/05/2018;C2S87;6996;44630,636;0,970430746;0,75;0;20,61;5,48;7,05;6,160867577
11/05/2018;C2S87;6996;43283,843;0,941146617;0,57;0,3;16,5;6,78;8,27;6,831204387
12/05/2018;C2S87;6996;41510,64;0,902590798;0,63;0,22;14,76;4,63;5,6;5,581380995
13/05/2018;C2S87;6996;41417,966;0,900575731;0,67;0,09;15,28;4,3;5,29;6,175966187
14/05/2018;C2S87;6996;41011,796;0,891744133;0,73;0,01;17,06;3,83;4,56;11,62288141
15/05/2018;C2S87;6996;41213,913;0,896138884;0,75;0;17,39;4,29;5,3;7,832618491
16/05/2018;C2S87;6996;35872,532;0,779998027;0,77;0;16,39;4,57;5,86;5,596045565
17/05/2018;C2S87;6996;40111,84;0,872175849;0,76;0;16,4;4,81;6,15;8,00614414
18/05/2018;C2S87;6996;40679,149;0,884511189;0,7;0;18,13;3,84;4,86;9,781321668
19/05/2018;C2S87;6996;40701,324;0,884993354;0,64;0,01;18,55;4,12;5,1;13,62301531
20/05/2018;C2S87;6996;40142,52;0,872842942;0,68;0,01;18,16;4,78;5,64;7,413631423
21/05/2018;C2S87;6996;38297,192;0,832718866;0,59;0,19;15,29;4,82;5,67;6,051670596
22/05/2018;C2S87;6996;40924,111;0,889837545;0,63;0,02;17,18;3,68;4,39;9,580774652
23/05/2018;C2S87;6996;40844,261;0,888101319;0,69;0,01;18,21;3,88;4,6;8,231679231
24/05/2018;C2S87;6996;41136,076;0,894446428;0,64;0,02;17,14;4,68;5,48;8,349957461
25/05/2018;C2S87;6996;41369,835;0,89952919;0,74;0,03;14,83;5,66;6,75;3,888176665
26/05/2018;C2S87;6996;39794,156;0,865268255;0,61;0,03;14,7;5,72;7,07;5,17672707
27/05/2018;C2S87;6996;40651,311;0,883905891;0,74;0;18,62;2,17;3,11;5,283565401
28/05/2018;C2S87;6996;40364,429;0,877668043;0,75;0;22,64;1,37;2,02;5,650214607
29/05/2018;C2S87;6996;35110,931;0,763438078;0,72;0;24,4;2,82;3,59;6,857341803
30/05/2018;C2S87;6996;40903,4;0,889387214;0,68;0,04;20,14;5,56;6,38;6,309608194
31/05/2018;C2S87;6996;40973,72;0,890916224;0,66;0,02;16,89;5,91;7,15;6,844661208
1/06/2018;C2S87;6996;41126,596;0,894240298;0,77;0;20,36;2,42;3,33;6,807699317
2/06/2018;C2S87;6996;44624,787;0,970303568;0,77;0;24,55;2,51;3,61;6,90165717
3/06/2018;C2S87;6996;44339,537;0,964101206;0,76;0;27,06;2,97;4,23;6,051174843
4/06/2018;C2S87;6996;41683,453;0,906348375;0,71;0;26,82;3,17;4,32;13,57963584
5/06/2018;C2S87;6996;44604,903;0,969871218;0,74;0;23,41;4,08;5,2;10,25498672
6/06/2018;C2S87;6996;45233,074;0,983529918;0,75;0;21,06;4,47;5,66;7,192763006
7/06/2018;C2S87;6996;44866,847;0,975566824;0,76;0;20,85;4,41;5,79;8,499447103
8/06/2018;C2S87;6996;44493,216;0,967442741;0,77;0;24,14;3;4,51;9,976996579
9/06/2018;C2S87;6996;44783,958;0,973764519;0,76;0;22,5;5,82;7,51;5,930793381
10/06/2018;C2S87;6996;45062,392;0,979818677;0,75;0;21,76;3,7;4,91;4,694867011
11/06/2018;C2S87;6996;44524,904;0,968131752;0,75;0;25,68;1,99;3,11;7,496228196
12/06/2018;C2S87;6996;44131,968;0,959587908;0,75;0;28,08;2,84;4;10,12010507
13/06/2018;C2S87;6996;44122,468;0,959381344;0,77;0;27,85;3,94;5,35;6,533436869
14/06/2018;C2S87;6996;44932,932;0,97700375;0,75;0;26,66;4,9;6,56;6,17345344
15/06/2018;C2S87;6996;42264,323;0,91897858;0,71;0;24,85;5,19;6,54;4,119608565
16/06/2018;C2S87;6996;45469,538;0,988671497;0,74;0;18,65;6,11;7,1;9,029218273
17/06/2018;C2S87;6996;45990,542;1;0,71;0,02;16,18;6,25;7,3;6,145885264
18/06/2018;C2S87;6996;45192,868;0,982655695;0,76;0;19,9;3,32;4,2;6,404829697
19/06/2018;C2S87;6996;44792,569;0,973951753;0,77;0;24,47;2,3;3,48;7,561368275
20/06/2018;C2S87;6996;44341,329;0,96414017;0,77;0;28,26;2,71;4,1;9,256810512
21/06/2018;C2S87;6996;42623,54;0,926789252;0,76;0;28,38;3,82;5,42;8,384927828
22/06/2018;C2S87;6996;43931,285;0,955224337;0,77;0;28,75;2,44;3,94;6,646529242
23/06/2018;C2S87;6996;42312,455;0,920025143;0,76;0;26,78;4,17;5,45;7,899921861
24/06/2018;C2S87;6996;44723,101;0,972441268;0,76;0;25,64;3,43;4,34;11,14113107
25/06/2018;C2S87;6996;44639,145;0,970615763;0,76;0;26,91;3,89;5,07;8,254783613
26/06/2018;C2S87;6996;44647,789;0,970803714;0,76;0;27,16;3,69;5,07;8,701351271
27/06/2018;C2S87;6996;44626,368;0,970337945;0,77;0;26,74;4,7;6,27;9,338065872
28/06/2018;C2S87;6996;44955,955;0,977504353;0,76;0;24,25;5,31;6,71;9,445891628
29/06/2018;C2S87;6996;44826,99;0,974700189;0,75;0;22,83;4,45;5,25;9,694102369
30/06/2018;C2S87;6996;44238,65;0,961907559;0,75;0;24,85;2,6;3,47;8,682471919
1/07/2018;C2S87;6996;44198,797;0,961041011;0,73;0;27,2;2,82;3,8;9,024966975
2/07/2018;C2S87;6996;44687,504;0,971667261;0,73;0;26,74;4,14;5,19;8,739773004
3/07/2018;C2S87;6996;44633,438;0,970491672;0,74;0;24,38;5,27;6,29;10,67768487
4/07/2018;C2S87;6996;44345,679;0,964234755;0,75;0;24,69;4,29;5,6;7,611968175
5/07/2018;C2S87;6996;44256,795;0,962302097;0,75;0;28,24;2,32;3,42;5,190898129
6/07/2018;C2S87;6996;42274,375;0,919197147;0,72;0;32,53;2,78;4,27;7,718801305
7/07/2018;C2S87;6996;28326,942;0,615929727;0,45;0,61;32,91;2,37;3,2;11,91514224
8/07/2018;C2S87;6996;39900,64;0,8675836;0,68;0,34;32,34;3,78;5,05;12,3983866
9/07/2018;C2S87;6996;40377,386;0,877949775;0,6;0,01;30,52;3,55;4,52;6,128426577
10/07/2018;C2S87;6996;40106,124;0,872051562;0,65;0,02;28,55;2,32;3,01;13,3692419
11/07/2018;C2S87;6996;33781,017;0,734520959;0,53;1,17;28,42;3,55;4,24;12,20103548
12/07/2018;C2S87;6996;37171,487;0,808241986;0,61;0,29;28,12;4,13;4,93;9,038002571
13/07/2018;C2S87;6996;40875,546;0,888781567;0,67;0,01;29,8;3,07;3,96;8,055301246
14/07/2018;C2S87;6996;43070,028;0,936497509;0,71;0,01;30,66;3,7;4,71;9,003371575
15/07/2018;C2S87;6996;43400,184;0,943676289;0,71;0,01;30,28;3,38;4,27;12,02424771
16/07/2018;C2S87;6996;42788,222;0,930370031;0,7;0;30,28;4,23;5,31;10,05054916
17/07/2018;C2S87;6996;40497,678;0,880565356;0,7;0;30,88;3,6;4,4;10,54849299
18/07/2018;C2S87;6996;35987,676;0,782501672;0,63;0,1;28,52;3,33;4,15;13,50501038
19/07/2018;C2S87;6996;35941,116;0,78148929;0,64;0,02;30,24;4,26;4,89;9,94669652
20/07/2018;C2S87;6996;41209,806;0,896049583;0,68;0,12;28,79;4,08;4,68;7,512356231
21/07/2018;C2S87;6996;41155,8;0,894875298;0,59;0;27,71;4,01;4,77;6,003206107
22/07/2018;C2S87;6996;43533,474;0,946574494;0,71;0;29,16;3,22;4,24;4,679682319
23/07/2018;C2S87;6996;43220,618;0,939771877;0,71;0;31,82;2,78;4,06;7,993280764
24/07/2018;C2S87;6996;41181,543;0,895435044;0,7;0;33,88;3,1;4,43;10,8048156
25/07/2018;C2S87;6996;42417,692;0,922313375;0,71;0;33,74;3,28;4,78;10,64438497
26/07/2018;C2S87;6996;40944,705;0,890285333;0,73;0;33,02;3,15;4,4;21,17012929
27/07/2018;C2S87;6996;41597,681;0,904483383;0,73;0;32,12;3,44;4,86;20,42110012
28/07/2018;C2S87;6996;40243,809;0,87504533;0,72;0;31,5;3,65;5,1;17,97123975
29/07/2018;C2S87;6996;42321,539;0,920222662;0,7;0,09;30,23;3,55;4,55;10,52214963
30/07/2018;C2S87;6996;33742,852;0,733691114;0,62;0;28,49;2,14;2,71;14,00351966
31/07/2018;C2S87;6996;32947,389;0,716394884;0,64;0,08;31,36;3,1;4,01;8,647891219
1/08/2018;C2S87;6996;41615,447;0,90486968;0,71;0,05;31,19;3,41;4,48;10,2496926
2/08/2018;C2S87;6996;40469,303;0,879948382;0,71;0;30,09;4,03;5,31;11,85433955
3/08/2018;C2S87;6996;41012,123;0,891751243;0,74;0;29,83;2,65;3,94;7,043529882
4/08/2018;C2S87;6996;40812,343;0,887407306;0,76;0;28,83;4,34;6,12;36,50314487
5/08/2018;C2S87;6996;41640,106;0,905405855;0,76;0;28,24;4,04;5,77;6,458201381
6/08/2018;C2S87;6996;43136,25;0,937937413;0,76;0;29,48;2,66;4,16;21,89177545
7/08/2018;C2S87;6996;38790,87;0,843453204;0,75;0;30,87;2,99;4,45;27,03782378
8/08/2018;C2S87;6996;40640,147;0,883663145;0,73;0;29,4;3,31;4,67;10,87813316
9/08/2018;C2S87;6996;38232,893;0,831320775;0,64;0,09;30;3,83;5,13;58,94187543
10/08/2018;C2S87;6996;34711,442;0,754751749;0,64;0,04;28,23;4,74;6,06;19,46957128
11/08/2018;C2S87;6996;37119,804;0,807118211;0,72;0,02;27,61;4,54;5,7;13,71210652
12/08/2018;C2S87;6996;41057,167;0,892730662;0,7;0,03;27,16;4,5;5,61;13,0030889
13/08/2018;C2S87;6996;42883,702;0,93244611;0,72;0;26,89;4,28;5,44;11,07746109
14/08/2018;C2S87;6996;42688,005;0,928190953;0,72;0;27,44;3,62;4,52;8,15045772
15/08/2018;C2S87;6996;42028,758;0,913856549;0,7;0,01;28;3,53;4,38;12,08794638
16/08/2018;C2S87;6996;41618,323;0,904932214;0,68;0,26;28,56;3,13;3,87;7,557322196
17/08/2018;C2S87;6996;42284,415;0,919415453;0,71;0,11;28,93;3,51;4,5;11,24665442
18/08/2018;C2S87;6996;42229,589;0,918223338;0,72;0,01;28,98;3,88;5,1;11,27685707
19/08/2018;C2S87;6996;41735,721;0,907484869;0,72;0;29,26;3,5;4,82;8,85989746
20/08/2018;C2S87;6996;38546,73;0,838144721;0,71;0,02;28,06;4,28;5,36;12,23027247
21/08/2018;C2S87;6996;43041,642;0,935880295;0,72;0;26,79;4,61;5,83;6,737901638
22/08/2018;C2S87;6996;42653,254;0,927435341;0,73;0;26,24;4,09;5,43;5,099243128
23/08/2018;C2S87;6996;42869,343;0,932133894;0,74;0;26,27;3,99;5,35;4,790358597
24/08/2018;C2S87;6996;41818,176;0,909277738;0,72;0;24,78;4,49;5,82;9,261602503
25/08/2018;C2S87;6996;42952,021;0,933931611;0,74;0;25,23;3,93;5,22;12,3696732
26/08/2018;C2S87;6996;42886,35;0,932503687;0,74;0;23,81;4,67;6,13;18,75877598
27/08/2018;C2S87;6996;42052,873;0,914380896;0,75;0;22,77;5,47;7,01;14,76346318
28/08/2018;C2S87;6996;39794,116;0,865267385;0,73;0;22,32;3,85;5,17;10,45316575
29/08/2018;C2S87;6996;39415,601;0,857037106;0,71;0;23,81;3,4;4,89;7,2760896
30/08/2018;C2S87;6996;38669,057;0,840804551;0,73;0;23,91;3,75;5,29;3,318505309
31/08/2018;C2S87;6996;39996,168;0,869660723;0,74;0;23,91;4,18;5,75;9,543143057
1/09/2018;C2S87;6996;42475,464;0,923569546;0,75;0;24,24;2,69;3,99;10,98169008
2/09/2018;C2S87;6996;42312,059;0,920016533;0,73;0;24,24;2,29;3,31;10,53711777
3/09/2018;C2S87;6996;37214,205;0,809170829;0,72;0,01;24,92;2,28;2,87;11,00214996
4/09/2018;C2S87;6996;42099,516;0,915395083;0,72;0,04;25,89;2,41;3,21;9,819066949
5/09/2018;C2S87;6996;42431,567;0,922615067;0,73;0,09;25,64;2,56;3,43;8,873808922
6/09/2018;C2S87;6996;41806,487;0,909023577;0,74;0;26,94;1,66;2,44;8,396935058
7/09/2018;C2S87;6996;41818,014;0,909274216;0,75;0;28,98;2,02;3,14;6,741002894
8/09/2018;C2S87;6996;41406,431;0,900324919;0,76;0;29,07;3,82;5,53;6,197141022
9/09/2018;C2S87;6996;41704,079;0,906796858;0,75;0;27,37;3,8;5,56;8,093327416
10/09/2018;C2S87;6996;42448,244;0,922977685;0,77;0;25,4;4,17;6,01;12,53455247
11/09/2018;C2S87;6996;42510,668;0,924335008;0,76;0;24,29;4,75;6,59;10,57711702
12/09/2018;C2S87;6996;42513,681;0,924400521;0,76;0;22,58;4,82;6,52;14,64224273
13/09/2018;C2S87;6996;41459,701;0,901483201;0,76;0;22,16;4,01;5,59;3,803284385
14/09/2018;C2S87;6996;42190,409;0,917371424;0,74;0;24,42;3,18;4,47;6,122003715
15/09/2018;C2S87;6996;42446,928;0,922949071;0,74;0;23,5;3,7;5,23;2,834238449
16/09/2018;C2S87;6996;42434,424;0,922677189;0,74;0;23,16;3,4;4,89;3,743639357
17/09/2018;C2S87;6996;42494,697;0,923987741;0,75;0;22,59;3,41;4,87;5,686468228
18/09/2018;C2S87;6996;42212,079;0,917842608;0,76;0;22,21;3,42;4,94;4,17591612
19/09/2018;C2S87;6996;41071,592;0,893044313;0,77;0;21,84;3,53;5,08;6,761706917
20/09/2018;C2S87;6996;41400,366;0,900193044;0,75;0;24,02;2,16;2,99;13,89473068
21/09/2018;C2S87;6996;41166,411;0,89510602;0,75;0;25,09;2,38;3,3;10,91234966
22/09/2018;C2S87;6996;39977,267;0,869249747;0,72;0;26,31;2,87;4,04;5,219961158
23/09/2018;C2S87;6996;41107,557;0,893826322;0,71;0;24,99;3,2;4,45;9,165161904
24/09/2018;C2S87;6996;41232,61;0,896545424;0,74;0;22,87;3,04;4,39;4,921595825
