date;site;size;energy_generated_kWh;adjusted_generation;KT;PRECTOT;T2M;WS10M;WS50M;pm25
1/04/2018;C2S1;26299;139246,162;0,61259558;0,58;0;15,85;2,56;3,98;4,316491247
2/04/2018;C2S1;26299;184160,25;0,810189333;0,68;0;12,93;4,42;5,89;5,750057888
3/04/2018;C2S1;26299;192121,455;0,84521363;0,73;0;15,18;1,97;2,76;6,433728381
4/04/2018;C2S1;26299;175236,656;0,770931129;0,72;0;15,67;2,41;3,43;7,761564144
5/04/2018;C2S1;26299;182147,554;0,801334736;0,69;0;16,05;3,81;5,31;5,476114407
6/04/2018;C2S1;26299;129971,838;0,571794384;0,59;0,3;15,9;5,37;6,88;4,201605804
7/04/2018;C2S1;26299;179033,572;0,787635173;0,49;2,97;15,94;5,12;6,9;2,461393049
8/04/2018;C2S1;26299;192245,002;0,84575716;0,76;0;14,32;4,85;6,68;6,809891097
9/04/2018;C2S1;26299;200537,143;0,882237367;0,74;0;18,97;4,47;6,36;10,79737144
10/04/2018;C2S1;26299;180198,682;0,792760924;0,75;0;20,19;3,38;4,77;9,493498359
11/04/2018;C2S1;26299;202214,96;0,889618707;0,74;0,01;16,12;4,55;6,07;8,689541352
12/04/2018;C2S1;26299;206107,183;0,906742042;0,75;0,09;8,57;9,33;11,91;5,490191421
13/04/2018;C2S1;26299;204756,963;0,900801923;0,77;0;12,21;4,38;5,93;2,881990769
14/04/2018;C2S1;26299;207408,484;0,912466948;0,77;0;16,42;2,75;3,88;8,928562878
15/04/2018;C2S1;26299;133874,391;0,588963164;0,56;0;15,4;3,09;4,19;9,880581478
16/04/2018;C2S1;26299;151919,564;0,668350582;0,62;0,38;9,17;5,88;7,53;5,692596871
18/04/2018;C2S1;26299;138997,671;0,611502376;0,72;0;11,55;3,96;5,36;5,239307206
19/04/2018;C2S1;26299;183476,885;0,807182957;0,61;0,19;8,46;5,42;7,29;4,788828939
20/04/2018;C2S1;26299;194509,561;0,855719796;0,76;0;13;2,65;4,16;4,369970929
21/04/2018;C2S1;26299;194805,304;0,857020879;0,74;0;17,96;2,48;3,67;5,536921803
22/04/2018;C2S1;26299;210671,048;0,926820179;0,75;0;20,05;2,46;3,57;4,976569086
23/04/2018;C2S1;26299;210578,563;0,926413303;0,75;0;20,28;2,69;3,72;9,066246374
24/04/2018;C2S1;26299;195234,491;0,858909032;0,68;0;20,6;1,75;2,45;10,26294982
25/04/2018;C2S1;26299;205788,719;0,905341001;0,74;0;20,08;2,29;3,15;9,622444753
26/04/2018;C2S1;26299;214349,005;0,943000878;0,74;0;18,34;2,96;3,96;7,222863615
27/04/2018;C2S1;26299;214939,234;0,945597514;0,76;0;14,21;4,52;5,9;9,261146904
28/04/2018;C2S1;26299;211840,077;0,931963172;0,76;0;13,56;5,56;7,36;6,917180259
29/04/2018;C2S1;26299;216717,06;0,953418831;0,65;0;11,82;5,7;7,33;6,2507034
30/04/2018;C2S1;26299;158348,239;0,696632711;0,47;0,01;11,48;4,16;5,51;7,574196665
1/05/2018;C2S1;26299;194329,036;0,854925599;0,28;2,27;9,81;3,02;3,74;8,399555194
2/05/2018;C2S1;26299;201475,668;0,886366287;0,46;0,23;12,32;3,03;3,9;10,07010826
3/05/2018;C2S1;26299;216679,994;0,953255764;0,74;0,01;16,65;1,7;2,5;5,007882175
4/05/2018;C2S1;26299;207001,01;0,910674319;0,73;0;20,65;2,26;2,98;7,054195956
5/05/2018;C2S1;26299;186764,366;0,821645806;0,69;0;22,83;2,55;3,55;7,933924069
6/05/2018;C2S1;26299;158611,721;0,697791866;0,55;0;21,04;2,76;3,7;5,520083649
7/05/2018;C2S1;26299;220343,016;0,969370758;0,75;0;19,94;3,72;5,05;8,725708182
8/05/2018;C2S1;26299;207994,061;0,915043119;0,7;0;21,51;2,57;3,84;8,513465729
9/05/2018;C2S1;26299;218379,963;0,960734559;0,73;0,01;22,1;4,52;6,05;5,93292915
10/05/2018;C2S1;26299;201579,604;0,88682354;0,74;0;19,27;4,61;6,13;6,164760192
11/05/2018;C2S1;26299;206165,337;0,906997883;0,39;0,45;15,98;4,95;6,19;6,820600408
12/05/2018;C2S1;26299;206899,943;0,910229688;0,49;0,27;14,37;3,64;4,45;5,589700762
13/05/2018;C2S1;26299;206709,503;0,909391871;0,54;0,09;14,98;3,42;4,33;6,17695961
14/05/2018;C2S1;26299;207423,62;0,912533537;0,71;0,01;16,56;3,05;3,69;11,62215596
15/05/2018;C2S1;26299;214207,094;0,942376559;0,74;0;16,55;3,45;4,28;7,824620736
16/05/2018;C2S1;26299;215774,93;0,949274051;0,75;0;15,52;3,48;4,51;5,599070452
17/05/2018;C2S1;26299;215475,293;0,947955837;0,74;0;15,62;4,03;5,29;8,009069889
18/05/2018;C2S1;26299;210271,689;0,92506325;0,65;0;17,21;3,38;4,36;9,787078139
19/05/2018;C2S1;26299;213230,437;0,938079882;0,66;0,01;17,72;3,54;4,55;13,62025199
20/05/2018;C2S1;26299;180403,259;0,793660934;0,59;0,01;17,23;3,85;4,56;7,416717781
21/05/2018;C2S1;26299;203842,425;0,89677853;0,44;0,18;14,86;3,59;4,27;6,05002954
22/05/2018;C2S1;26299;216334,597;0,951736234;0,61;0,02;16,89;3,09;3,78;9,582293284
23/05/2018;C2S1;26299;217434,373;0,956574557;0,63;0,01;17,39;3,23;3,83;8,229055492
24/05/2018;C2S1;26299;215675,04;0,948834598;0,48;0,03;16;4,04;4,66;8,342028931
25/05/2018;C2S1;26299;202453,783;0,890669379;0,49;0,1;14,4;4,57;5,53;3,883871331
26/05/2018;C2S1;26299;208017,748;0,915147327;0,59;0,1;14,26;4,78;6,02;5,183779891
27/05/2018;C2S1;26299;216818,305;0,953864245;0,73;0,01;18,08;2,2;3,11;5,285164595
28/05/2018;C2S1;26299;215289,331;0,947137721;0,73;0;21,96;1,61;2,3;5,648306244
29/05/2018;C2S1;26299;176261,875;0,775441448;0,71;0,01;23,55;2,78;3,5;6,856073712
30/05/2018;C2S1;26299;215999,514;0,95026208;0,56;0,06;19,35;4,17;4,72;6,309214524
31/05/2018;C2S1;26299;202885,178;0,892567245;0,66;0,02;16,4;4,47;5,48;6,848027885
1/06/2018;C2S1;26299;218491,549;0,961225467;0,75;0;19,62;2,24;3,2;6,81326358
2/06/2018;C2S1;26299;211499,774;0,930466052;0,76;0;24,08;2,49;3,63;6,890629321
3/06/2018;C2S1;26299;208248,796;0,916163793;0,75;0;26,5;2,7;3,73;6,052284313
5/06/2018;C2S1;26299;209166,627;0,920201672;0,69;0;22,39;3,22;4,02;10,26753841
6/06/2018;C2S1;26299;215033,316;0,946011416;0,72;0;20,29;3,33;4,24;7,189907197
7/06/2018;C2S1;26299;216331,814;0,951723991;0,76;0;19,82;3,77;4,93;8,498584418
8/06/2018;C2S1;26299;214660,71;0,944372184;0,76;0;23,53;3,18;4,71;9,978289891
9/06/2018;C2S1;26299;217302,955;0,955996401;0,75;0;21,7;5,69;7,32;5,92526442
10/06/2018;C2S1;26299;210437;0,925790515;0,74;0;20,38;4,64;5,9;4,690903249
11/06/2018;C2S1;26299;216844,418;0,953979126;0,75;0;24,77;2,44;3,68;7,496311368
12/06/2018;C2S1;26299;217559,358;0,957124413;0,75;0;27,09;2,62;3,5;10,12696402
13/06/2018;C2S1;26299;219997,16;0,967849209;0,75;0;27,27;3,13;4,05;6,52240735
14/06/2018;C2S1;26299;222330,777;0,978115657;0,75;0;26,17;3,7;4,81;6,181358769
15/06/2018;C2S1;26299;160214,095;0,704841304;0,62;0;23,98;4,07;4,94;4,13971488
16/06/2018;C2S1;26299;223288,973;0,982331117;0,6;0;18,03;4,89;5,59;9,027567421
17/06/2018;C2S1;26299;224315,084;0,98684536;0,44;0,07;15,98;4,85;5,64;6,148858187
18/06/2018;C2S1;26299;221743,111;0,975530296;0,75;0;19,35;2,83;3,62;6,403924974
19/06/2018;C2S1;26299;217789,064;0,958134975;0,75;0;23,96;2,48;3,54;7,544705643
20/06/2018;C2S1;26299;217157,844;0,955358004;0,75;0;27,3;2,86;4,06;9,24859156
21/06/2018;C2S1;26299;219684,877;0,96647536;0,75;0;26,83;3,5;4,84;8,371608011
22/06/2018;C2S1;26299;215049,496;0,946082598;0,76;0;27,8;2,46;3,8;6,635237699
23/06/2018;C2S1;26299;209308,823;0,920827245;0,71;0;25,63;3,37;4,35;7,892965481
24/06/2018;C2S1;26299;220037,661;0,968027388;0,72;0;24,57;2,95;3,63;11,13424679
25/06/2018;C2S1;26299;221376,569;0,973917742;0,75;0;25,71;3,13;4,04;8,258724925
26/06/2018;C2S1;26299;220244,98;0,968939461;0,75;0;26,04;2,97;4;8,710352595
27/06/2018;C2S1;26299;220434,039;0,969771202;0,76;0;25,83;3,62;4,84;9,33953451
28/06/2018;C2S1;26299;218467,029;0,961117595;0,75;0;23,16;4;5,13;9,45849802
29/06/2018;C2S1;26299;225343,211;0,991368473;0,73;0;21,96;3,52;4,26;9,699429825
30/06/2018;C2S1;26299;222843,45;0,980371096;0,73;0;24,45;2,46;3,2;8,688252895
1/07/2018;C2S1;26299;223367,707;0,982677497;0,72;0;26,4;2,72;3,48;9,027159842
2/07/2018;C2S1;26299;227305,202;1;0,73;0;25,72;3,27;4,15;8,742092491
3/07/2018;C2S1;26299;225159,237;0,990559103;0,73;0;23,57;3,95;4,67;10,689023
4/07/2018;C2S1;26299;224250,771;0,986562424;0,74;0;23,46;3,59;4,52;7,61366267
5/07/2018;C2S1;26299;213579,632;0,93961612;0,73;0;27,78;2,46;3,45;5,168112816
6/07/2018;C2S1;26299;210812,174;0,927441045;0,73;0;32,09;3,95;5,69;7,702728934
7/07/2018;C2S1;26299;177233,195;0,779714646;0,62;0,1;32,73;2,61;3,63;11,90182674
8/07/2018;C2S1;26299;193749,969;0,852378068;0,68;0,41;31,68;3,37;4,6;12,40283322
9/07/2018;C2S1;26299;198497,026;0,873262135;0,65;0;30,37;2,78;3,74;6,116348686
10/07/2018;C2S1;26299;156355,171;0,687864464;0,66;0;28,83;2;2,62;13,37930515
11/07/2018;C2S1;26299;157030,419;0,690835131;0,63;0,28;28,55;3,11;3,67;12,19122288
12/07/2018;C2S1;26299;180167,294;0,792622837;0,66;0,07;27,96;3,64;4,23;9,035478688
13/07/2018;C2S1;26299;204766,826;0,900845314;0,7;0,01;29,47;2,73;3,41;8,051996379
14/07/2018;C2S1;26299;213442,729;0,939013833;0,71;0;30,07;3,07;3,98;9,003045289
15/07/2018;C2S1;26299;216404,406;0,95204335;0,71;0;29,72;2,96;3,66;12,03438804
16/07/2018;C2S1;26299;210847,367;0,927595872;0,69;0;29,32;3,25;4,22;10,04423793
17/07/2018;C2S1;26299;206388,59;0,907980056;0,7;0;29,83;3,1;3,84;10,54658313
18/07/2018;C2S1;26299;141998,249;0,624703033;0,51;0,09;27,85;3,05;3,82;13,49727194
19/07/2018;C2S1;26299;213378,311;0,938730434;0,69;0,01;29,41;3,73;4,19;9,943888569
20/07/2018;C2S1;26299;213858,352;0,940842313;0,69;0,04;28,07;3,71;4,2;7,512185489
21/07/2018;C2S1;26299;206887,873;0,910176587;0,67;0;27,45;3,41;4,01;6,010075215
22/07/2018;C2S1;26299;216277,263;0,951484001;0,71;0;28,61;2,96;3,88;4,673700027
23/07/2018;C2S1;26299;200328,282;0,88131851;0,71;0;31,13;3,13;4,38;7,985527306
24/07/2018;C2S1;26299;201251,626;0,885380643;0,71;0;32,97;3,37;4,71;10,81254036
25/07/2018;C2S1;26299;203544,318;0,895467047;0,71;0;32,61;3,24;4,72;10,64935309
26/07/2018;C2S1;26299;200755,711;0,883198929;0,72;0;31,96;2,83;3,88;21,15480326
27/07/2018;C2S1;26299;198373,713;0,872719635;0,71;0;31,25;3,07;4,23;20,39902828
28/07/2018;C2S1;26299;192740,37;0,847936467;0,72;0;30,43;2,91;3,98;17,973071
29/07/2018;C2S1;26299;203739,948;0,896327696;0,71;0;29,36;2,68;3,44;10,51650091
30/07/2018;C2S1;26299;183940,382;0,809222052;0,68;0;27,8;1,92;2,53;14,00025063
31/07/2018;C2S1;26299;180189,888;0,792722236;0,68;0,01;31,31;2,69;3,34;8,645682837
2/08/2018;C2S1;26299;203294,787;0,894369267;0,71;0;29,62;3,25;4,28;11,85815977
3/08/2018;C2S1;26299;211407,592;0,93006051;0,74;0;29,46;2,48;3,46;7,04551889
4/08/2018;C2S1;26299;197455,505;0,868680097;0,75;0;27,97;3,83;5,38;36,55496412
5/08/2018;C2S1;26299;217181,946;0,955464037;0,75;0;27,47;3,85;5,47;6,431953399
6/08/2018;C2S1;26299;210241,218;0,924929197;0,76;0;28,68;3,57;5,27;21,88882153
7/08/2018;C2S1;26299;193707,508;0,852191267;0,75;0;29,71;3,07;4,46;27,04359081
8/08/2018;C2S1;26299;210698,618;0,92694147;0,75;0;28,75;2,62;3,52;10,8704157
9/08/2018;C2S1;26299;174053,593;0,765726395;0,72;0,01;29,92;3,08;4,09;58,77997837
10/08/2018;C2S1;26299;160130,434;0,704473248;0,68;0,04;28,04;3,43;4,52;19,48686566
11/08/2018;C2S1;26299;167511,568;0,736945598;0,72;0;27,41;3,46;4,54;13,70398278
12/08/2018;C2S1;26299;191013,493;0,840339294;0,72;0,01;26,76;3,67;4,59;13,00453207
13/08/2018;C2S1;26299;200055,383;0,880117926;0,72;0;26,33;3,05;3,97;11,06910961
14/08/2018;C2S1;26299;204947,152;0,901638635;0,73;0;26,59;2,74;3,46;8,149159963
15/08/2018;C2S1;26299;191756,41;0,843607662;0,71;0;27,01;2,94;3,53;12,09318726
16/08/2018;C2S1;26299;188650,065;0,829941697;0,71;0,04;27,81;2,62;3,2;7,55359169
17/08/2018;C2S1;26299;192107,898;0,845153988;0,71;0;28,31;2,89;3,86;11,24252165
18/08/2018;C2S1;26299;195005,042;0,857899601;0,72;0;28,3;3,23;4,36;11,28730329
19/08/2018;C2S1;26299;195793,007;0,861366151;0,73;0;28,38;3,22;4,38;8,870207609
20/08/2018;C2S1;26299;197657,621;0,869569281;0,71;0,03;27,14;3,25;3,99;12,23274229
21/08/2018;C2S1;26299;197124,661;0,867224592;0,72;0;25,93;3,4;4,3;6,745296302
22/08/2018;C2S1;26299;206879,02;0,91013764;0,72;0;25,36;3,1;4;5,093134815
23/08/2018;C2S1;26299;206777,046;0,909689018;0,74;0;25,49;3,01;3,97;4,80136708
24/08/2018;C2S1;26299;200691,648;0,882917092;0,74;0;23,83;3,33;4,38;9,289352388
25/08/2018;C2S1;26299;200134,21;0,880464715;0,74;0;24,41;2,95;3,94;12,39808858
26/08/2018;C2S1;26299;199475,028;0,877564729;0,74;0;23,05;3,48;4,64;18,76989111
27/08/2018;C2S1;26299;204247,946;0,898562568;0,74;0;22,03;4,07;5,29;14,7643447
28/08/2018;C2S1;26299;187185,129;0,823496899;0,73;0;21,87;2,75;3,64;10,45009387
29/08/2018;C2S1;26299;197389,052;0,868387746;0,72;0;23,31;2,63;3,64;7,27399711
30/08/2018;C2S1;26299;169588,013;0,746080651;0,72;0;23,22;3,03;4,22;3,318912935
31/08/2018;C2S1;26299;189244,369;0,832556261;0,75;0;22,72;4,3;5,91;9,542989716
1/09/2018;C2S1;26299;185514,273;0,816146183;0,73;0;23,07;2,97;4,16;10,98496767
2/09/2018;C2S1;26299;190541,04;0,838260798;0,72;0;23,77;2,37;3,24;10,54606504
3/09/2018;C2S1;26299;185158,683;0,814581811;0,71;0;24,55;2,12;2,57;11,00758159
4/09/2018;C2S1;26299;182168,242;0,80142575;0,71;0,07;25,27;2,39;3,02;9,804754498
5/09/2018;C2S1;26299;182925,739;0,804758261;0,7;0,12;24,9;2,47;3,11;8,850070816
6/09/2018;C2S1;26299;182590,363;0,803282817;0,72;0;26,31;1,59;2,3;8,37734467
7/09/2018;C2S1;26299;180418,182;0,793726586;0,73;0;28,4;2,21;3,52;6,722584273
8/09/2018;C2S1;26299;185740,496;0,817141422;0,73;0;28,58;3,41;4,89;6,20494448
9/09/2018;C2S1;26299;190091,546;0,836283307;0,74;0;26,83;3,04;4,33;8,111913733
10/09/2018;C2S1;26299;192844,085;0,848392748;0,75;0;24,67;3,29;4,55;12,53197304
11/09/2018;C2S1;26299;188849,09;0,830817282;0,75;0;23,2;3,85;5,32;10,58584121
12/09/2018;C2S1;26299;189368,013;0,833100217;0,74;0;21,7;3,67;5,09;14,63799733
13/09/2018;C2S1;26299;192196,138;0,845542189;0,76;0;21,43;3,48;4,71;3,781871101
14/09/2018;C2S1;26299;185759,196;0,81722369;0,73;0;23,83;3,08;4,19;6,114080593
15/09/2018;C2S1;26299;189374,943;0,833130704;0,74;0;22,7;2,85;3,84;2,842051598
16/09/2018;C2S1;26299;189875,884;0,83533453;0,75;0;22,11;3,09;4,29;3,744806483
17/09/2018;C2S1;26299;189972,535;0,835759733;0,76;0;21,94;2,91;3,93;5,681865624
18/09/2018;C2S1;26299;188906,123;0,831068191;0,76;0;21,6;2,67;3,68;4,153028904
19/09/2018;C2S1;26299;182014,397;0,800748929;0,74;0;20,94;3,55;4,98;6,749215032
20/09/2018;C2S1;26299;173166,208;0,761822459;0,75;0;23,14;2,47;3,34;13,90845285
21/09/2018;C2S1;26299;174426,414;0,767366574;0,74;0;24,44;2,53;3,25;10,84986657
22/09/2018;C2S1;26299;166380,635;0,731970204;0,71;0;25,83;2,62;3,5;5,239801115
23/09/2018;C2S1;26299;170709,278;0,751013512;0,71;0;24,29;2,62;3,52;9,164265844
24/09/2018;C2S1;26299;177044,784;0,778885756;0,73;0;22,06;2,52;3,49;4,89835139
25/09/2018;C2S1;26299;167495,825;0,736876339;0,7;0;23,81;1,7;2,28;3,712167947
26/09/2018;C2S1;26299;157765,285;0,694068079;0,72;0;26,63;2,1;2,76;4,878838454
27/09/2018;C2S1;26299;159484,86;0,701633128;0,72;0;26,84;1,99;2,78;4,979313186
28/09/2018;C2S1;26299;163280,785;0,718332812;0,69;0;23,95;3,54;4,65;7,525080284
29/09/2018;C2S1;26299;172529,286;0,759020403;0,72;0,01;19,32;3,26;4,38;6,544994014
30/09/2018;C2S1;26299;166403,763;0,732071952;0,7;0;20,72;3,48;4,57;4,052287547
1/10/2018;C2S1;26299;155175,104;0,682672911;0,69;0,01;23,01;2,79;3,69;6,394220967
2/10/2018;C2S1;26299;139353,678;0,613068583;0,5;0,03;21,69;3,87;4,71;4,459350358
3/10/2018;C2S1;26299;100775,798;0,443350161;0,31;0,79;17,48;3,4;4,44;6,50601058
4/10/2018;C2S1;26299;155639,566;0,684716252;0,58;0,16;17,19;3,47;4,68;1,974524693
5/10/2018;C2S1;26299;159310,792;0,700867339;0,7;0,02;18,09;3,11;4,21;3,441789824
6/10/2018;C2S1;26299;134030,989;0,589652097;0,63;0,09;16,11;4,47;6,04;9,900697559
7/10/2018;C2S1;26299;154395,027;0,679241063;0,7;0,01;15,38;2,17;3,24;1,355065383
8/10/2018;C2S1;26299;157602,806;0,693353274;0,72;0,01;16,15;1,74;2,49;2,21895191
9/10/2018;C2S1;26299;160290,528;0,705177561;0,71;0,03;16,05;2,66;3,64;5,783882378
10/10/2018;C2S1;26299;159845,229;0,703218526;0,7;0,01;15,26;3;3,82;7,533209741
11/10/2018;C2S1;26299;155576,944;0,684440755;0,69;0,03;14,81;1,56;2,1;3,32041911
12/10/2018;C2S1;26299;85271,624;0,375141542;0,57;1,17;18,07;4,65;6,39;1,868959861
13/10/2018;C2S1;26299;126748,902;0,557615492;0,54;3,29;16,9;1,94;2,86;3,772429051
14/10/2018;C2S1;26299;151352,807;0,665857207;0,68;0,12;15,99;2,85;4,36;2,205554205
15/10/2018;C2S1;26299;163800,708;0,720620147;0,75;0;13,77;7,01;9,56;3,324739251
16/10/2018;C2S1;26299;156421,617;0,688156785;0,72;0;15,05;4,5;6,72;0,776222832
18/10/2018;C2S1;26299;149669,644;0,658452348;0,73;0;17,17;2,58;3,58;1,845620351
19/10/2018;C2S1;26299;150529,864;0,662236775;0,72;0;17,82;4,6;6,64;1,198696735
20/10/2018;C2S1;26299;146913,02;0,646324935;0,73;0;18,56;3,85;5,61;1,339536675
21/10/2018;C2S1;26299;140905,885;0,619897318;0,7;0;19,43;1,63;2,3;2,118395279
22/10/2018;C2S1;26299;137398,507;0,604467059;0,71;0;18,53;1,69;2,17;5,083508052
23/10/2018;C2S1;26299;137527,704;0,605035445;0,71;0;19,45;1,61;2,52;4,345716353
24/10/2018;C2S1;26299;134944,888;0,593672678;0,71;0;18,86;2,28;3,52;3,190550982
25/10/2018;C2S1;26299;133048,436;0,585329481;0,71;0;18,52;2,12;3,12;7,86739192
26/10/2018;C2S1;26299;132771,678;0,58411192;0,71;0;21,4;1,78;2,33;6,592185997
27/10/2018;C2S1;26299;132454,216;0,582715287;0,7;0;21,5;1,74;2,31;7,695738911
28/10/2018;C2S1;26299;120001,005;0,527928987;0,65;0;19,9;2,55;3,74;3,682817005
29/10/2018;C2S1;26299;134833,579;0,593182988;0,7;0;16,35;4,54;6,22;3,624792177
30/10/2018;C2S1;26299;133244,037;0,586190003;0,71;0;13,59;3,96;5,7;2,722736913
1/11/2018;C2S1;26299;112376,051;0,494383982;0,58;0;17,46;2,75;3,87;2,275237836
2/11/2018;C2S1;26299;125120,4;0,550451107;0,7;0;19,37;2,51;3,95;2,519259503
3/11/2018;C2S1;26299;120747,224;0,531211881;0,68;0;18,55;3,07;4,63;2,299941491
4/11/2018;C2S1;26299;83923,157;0,369209135;0,57;0;19,02;3,05;4,8;4,515606545
5/11/2018;C2S1;26299;125496,646;0,552106353;0,68;0;16,64;2,42;3,74;3,63511162
6/11/2018;C2S1;26299;122520,29;0,539012257;0,69;0;16,09;1,76;2,49;4,861764598
7/11/2018;C2S1;26299;124214,74;0,546466772;0,67;0;13,98;2,81;3,96;6,052058409
8/11/2018;C2S1;26299;125503,405;0,552136088;0,69;0;12,97;6,92;9,91;11,64501754
9/11/2018;C2S1;26299;129944,524;0,57167422;0,73;0;12,4;6,65;9,1;3,417009847
10/11/2018;C2S1;26299;113176,759;0,497906594;0,68;0;12,37;2,32;3,33;7,390636706
11/11/2018;C2S1;26299;125900,423;0,553882718;0,72;0;10,27;4,93;6,94;4,634115549
12/11/2018;C2S1;26299;127878,956;0,562587019;0,7;0;9,36;5,28;7,98;3,205776506
13/11/2018;C2S1;26299;100633,845;0,442725657;0,56;0;9,94;4,96;7,65;0,312652943
14/11/2018;C2S1;26299;121375,049;0,533973917;0,69;0;13,02;3,84;5,72;2,585919258
16/11/2018;C2S1;26299;94222,97;0,414521837;0,62;0;14,84;1,49;2,03;4,346026519
17/11/2018;C2S1;26299;94654,123;0,41641864;0,65;0;13,54;1,56;2,18;6,366726923
18/11/2018;C2S1;26299;97123,658;0,427283041;0,64;0;13,03;3,53;5,25;8,588868065
19/11/2018;C2S1;26299;53164,397;0,233889927;0,44;0;11,36;3,9;6,28;2,15814322
20/11/2018;C2S1;26299;108397,845;0,476882377;0,69;0;12,73;2,44;3,69;3,04148474
21/11/2018;C2S1;26299;90819,255;0,399547631;0,62;2,14;11,78;2,29;3,29;9,551350234
22/11/2018;C2S1;26299;113601,84;0,499776684;0,6;3,74;10,48;3,78;5,43;3,094440781
23/11/2018;C2S1;26299;96735,377;0,425574849;0,61;0,09;9,92;4,48;6,12;0,881355193
25/11/2018;C2S1;26299;97154,791;0,427420007;0,66;0;10,26;4,27;6,59;1,966134689
26/11/2018;C2S1;26299;111909,924;0,492333317;0,66;0;10,97;3,65;5,42;1,577066896
27/11/2018;C2S1;26299;93298,931;0,410456647;0,61;0;12,76;2,18;3,19;1,787456537
28/11/2018;C2S1;26299;85265,494;0,375114574;0,54;1,53;11,49;3,13;4,27;3,315010566
29/11/2018;C2S1;26299;70873,105;0,31179711;0,41;20,55;9,92;7,18;9,32;2,643201902
30/11/2018;C2S1;26299;72665,676;0,319683295;0,53;1,15;7,49;5,59;7,68;3,39415215
1/12/2018;C2S1;26299;81788,373;0,359817427;0,66;0,97;6,5;5,21;7,07;1,683767775
2/12/2018;C2S1;26299;106869,227;0,470157419;0,67;0,2;4,61;4,03;5,93;1,150274345
3/12/2018;C2S1;26299;103047,916;0,453346052;0,68;0;6,33;3,15;4,8;4,414766368
4/12/2018;C2S1;26299;91576,645;0,402879671;0,67;0,03;7,56;5,79;8,45;0,405558818
5/12/2018;C2S1;26299;25852,646;0,113735391;0,31;6,47;6,78;4,38;6,37;1,490493322
7/12/2018;C2S1;26299;54677,149;0,240545084;0,61;0,59;7,65;3,39;4,93;1,610200676
8/12/2018;C2S1;26299;97508,439;0,428975836;0,68;0;8,29;2,52;3,84;4,564018023
9/12/2018;C2S1;26299;59105,801;0,260028369;0,56;0;7,89;3,51;5,91;5,02627805
10/12/2018;C2S1;26299;58025,232;0,255274545;0,42;0;8,45;3,27;5,54;7,76659121
11/12/2018;C2S1;26299;93117,398;0,409658016;0,68;0;8,79;3,85;5,72;5,548357469
12/12/2018;C2S1;26299;70661,556;0,310866427;0,59;0;7,21;3,45;4,97;2,087537229
13/12/2018;C2S1;26299;98420,13;0,432986703;0,68;0;7,67;4,78;7,48;3,709236497
14/12/2018;C2S1;26299;14918,473;0,065631903;0,19;0;7,62;3,27;5,36;7,902738476
15/12/2018;C2S1;26299;104990,78;0,461893433;0,68;0;8,37;3,04;4,62;5,449730218
16/12/2018;C2S1;26299;96044,299;0,42253454;0,65;0;9,86;2,71;4,16;9,984881461
17/12/2018;C2S1;26299;64359,783;0,283142587;0,42;0,18;8,73;2,92;4,12;2,816614515
18/12/2018;C2S1;26299;93895,6;0,413081615;0,64;0,01;8,4;3,01;4,32;2,517272145
19/12/2018;C2S1;26299;101981,302;0,448653621;0,66;0;10,23;3,82;5,91;4,2649698
20/12/2018;C2S1;26299;93381,188;0,410818526;0,66;0;12,29;1,9;2,89;9,969244787
21/12/2018;C2S1;26299;82338,696;0,362238503;0,59;0;11,56;2,31;3,5;3,015062634
22/12/2018;C2S1;26299;94004,897;0,413562453;0,63;0;9,48;3,65;5,64;4,221088449
23/12/2018;C2S1;26299;72569,33;0,319259433;0,54;0;10,05;2,53;3,99;4,959568679
24/12/2018;C2S1;26299;96968,018;0,426598323;0,65;1,53;9,2;3,36;4,8;0,4442611
25/12/2018;C2S1;26299;103384,647;0,454827457;0,59;2,06;6,81;5,75;7,79;0,324649448
27/12/2018;C2S1;26299;89695,434;0,394603525;0,61;0;3,51;4,71;6,89;1,088346469
28/12/2018;C2S1;26299;112956,323;0,496936814;0,67;0;2,13;4,63;7,3;1,412590707
30/12/2018;C2S1;26299;94069,853;0,413848219;0,65;0;5,55;3,2;4,35;1,801238239
31/12/2018;C2S1;26299;107449,384;0,472709745;0,58;0,01;2,7;5,1;7,58;2,041200335
1/01/2019;C2S1;26299;117291,253;0,516007781;0,7;0;1,24;5,21;7,87;0,456763977
2/01/2019;C2S1;26299;114514,738;0,503792861;0,67;0;3,53;3,53;5,23;0,199336522
3/01/2019;C2S1;26299;113801,81;0,500656426;0,69;0;4,17;3,37;5,16;2,336029844
4/01/2019;C2S1;26299;113506,772;0,499358444;0,68;0;6,08;3,01;4,52;3,001967093
5/01/2019;C2S1;26299;31474,724;0,138469;0,22;7,46;6,17;3,25;4,84;4,10784182
6/01/2019;C2S1;26299;105000,842;0,461937699;0,61;1,62;6,58;3,75;5,17;1,204565948
8/01/2019;C2S1;26299;74132,915;0,326138225;0,54;0,01;8,8;3,96;6,18;2,856551333
9/01/2019;C2S1;26299;102005,223;0,448758859;0,6;0,38;9,74;2,19;3,3;3,799700308
10/01/2019;C2S1;26299;107576,814;0,473270357;0,68;0,04;8,89;1,51;2,07;1,301108566
11/01/2019;C2S1;26299;81608,129;0,359024467;0,51;0,04;8,16;3,19;4,88;4,750319565
12/01/2019;C2S1;26299;29707,617;0,13069484;0,37;12,09;5,89;3,41;5,06;0,850976685
